Cluster,Condition,Time,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
drought.t6,drought,t6,ko00053,Ascorbate and aldarate metabolism, 21/2579,  21/2579,0.0056161332415879395,0.021770404138739766,0.01594171470113667,K00012/K00064/K00103/K00128/K00469/K01053/K01195/K01630/K01683/K01706/K01707/K01708/K02821/K08092/K08679/K14259/K16190/K17744/K18981/K18982/K18983,21
drought.t6,drought,t6,ko00311,Penicillin and cephalosporin biosynthesis, 8/2579,  8/2579,0.006076014711185518,0.023291389726211153,0.017055479891047064,K00273/K01060/K01434/K04126/K04127/K12743/K17836/K19200,8
drought.t6,drought,t6,ko03440,Homologous recombination, 23/2579,  23/2579,0.008574806534552748,0.03250888191671097,0.023805130922992013,K01159/K02335/K02337/K02338/K02339/K02340/K02341/K02342/K02343/K02686/K03111/K03550/K03551/K03553/K03581/K03582/K03583/K03584/K03629/K03655/K04066/K06187/K07462,23
drought.t6,drought,t6,ko00480,Glutathione metabolism, 19/2579,  19/2579,0.009898707528885848,0.03712015323332193,0.02718180557131125,K00031/K00033/K00036/K00383/K00432/K00681/K00682/K00797/K00799/K01255/K01256/K01270/K01469/K01581/K01919/K01920/K06048/K07160/K07232,19
drought.t6,drought,t6,ko02024,Quorum sensing, 71/2579,  71/2579,0.011730952922602267,0.043518051164492276,0.03186676515477695,K01114/K01218/K01318/K01497/K01580/K01626/K01635/K01657/K01658/K01728/K01897/K01995/K01996/K01997/K01998/K01999/K02031/K02032/K02033/K02034/K02035/K02052/K02053/K02054/K02055/K02402/K02403/K02490/K03070/K03071/K03073/K03075/K03076/K03106/K03110/K03210/K03217/K03666/K06998/K07344/K07645/K07666/K07667/K07692/K07711/K07715/K08321/K09823/K09936/K10715/K10823/K10914/K11031/K11216/K11530/K11752/K12257/K12990/K13060/K13075/K13815/K13816/K14645/K15580/K15581/K15582/K15583/K18098/K18101/K18139/K18307,71
predrought.t0,predrought,t0,ko01230,Biosynthesis of amino acids, 169/2653,  169/2653,4.7249514822028165e-66,1.6679078732175942e-63,1.2434082847902147e-63,K00003/K00013/K00014/K00030/K00031/K00052/K00053/K00058/K00133/K00134/K00145/K00147/K00150/K00215/K00220/K00265/K00266/K00286/K00290/K00293/K00500/K00548/K00549/K00600/K00611/K00615/K00616/K00619/K00620/K00640/K00641/K00651/K00674/K00765/K00766/K00789/K00800/K00812/K00813/K00817/K00818/K00821/K00826/K00831/K00832/K00836/K00850/K00872/K00873/K00891/K00927/K00928/K00930/K00931/K00948/K01079/K01089/K01243/K01438/K01439/K01476/K01496/K01523/K01586/K01609/K01620/K01622/K01623/K01624/K01626/K01647/K01649/K01652/K01653/K01655/K01657/K01658/K01681/K01687/K01689/K01693/K01695/K01696/K01697/K01703/K01704/K01705/K01713/K01714/K01733/K01735/K01736/K01738/K01739/K01750/K01752/K01754/K01755/K01758/K01760/K01778/K01783/K01803/K01807/K01808/K01814/K01817/K01834/K01914/K01915/K01940/K01953/K01958/K01959/K01960/K02203/K02204/K02500/K02501/K02502/K03785/K03786/K03856/K04093/K04486/K04516/K04517/K04518/K05602/K05824/K05827/K05828/K05829/K05830/K05831/K06001/K06208/K08093/K08094/K09011/K09065/K09758/K10206/K11358/K11645/K11755/K12339/K12524/K12526/K13503/K13810/K13829/K13831/K13832/K13853/K14152/K14155/K14170/K14187/K14260/K14267/K14681/K14682/K15633/K15634/K15635/K16306/K16370/K17217,169
predrought.t0,predrought,t0,ko01240,Biosynthesis of cofactors, 223/2653,  223/2653,3.694999526974867e-64,6.52167416511064e-62,4.861841482861667e-62,K00012/K00059/K00077/K00082/K00097/K00103/K00128/K00208/K00226/K00228/K00230/K00231/K00254/K00275/K00278/K00287/K00355/K00382/K00435/K00452/K00453/K00457/K00463/K00486/K00568/K00595/K00600/K00606/K00609/K00610/K00643/K00647/K00652/K00762/K00763/K00767/K00768/K00788/K00789/K00793/K00794/K00796/K00798/K00826/K00831/K00833/K00858/K00859/K00867/K00868/K00873/K00878/K00939/K00940/K00941/K00946/K00949/K00950/K00953/K00954/K00963/K00966/K00969/K01012/K01053/K01077/K01113/K01195/K01432/K01465/K01491/K01495/K01497/K01556/K01579/K01591/K01598/K01599/K01633/K01661/K01664/K01665/K01698/K01719/K01737/K01749/K01756/K01772/K01809/K01845/K01885/K01911/K01916/K01918/K01919/K01920/K01922/K01935/K01937/K01938/K01939/K01950/K01955/K01956/K02169/K02170/K02188/K02189/K02224/K02226/K02227/K02229/K02230/K02231/K02232/K02233/K02259/K02302/K02303/K02304/K02372/K02492/K02495/K02496/K02548/K02549/K02551/K02552/K02619/K02823/K02858/K03146/K03147/K03149/K03150/K03151/K03153/K03179/K03182/K03183/K03185/K03186/K03342/K03394/K03473/K03474/K03517/K03525/K03635/K03637/K03638/K03639/K03644/K03707/K03750/K03793/K03795/K03800/K03801/K03809/K03831/K04487/K04719/K05884/K05895/K05928/K05934/K05936/K05979/K06034/K06042/K06134/K06215/K06897/K06914/K06989/K07072/K07130/K08097/K08281/K08310/K08679/K08680/K08681/K08973/K09007/K09458/K09698/K09722/K09733/K09882/K09883/K09903/K11212/K11540/K11752/K11753/K11754/K11781/K11782/K11783/K11784/K11785/K12234/K13038/K13039/K13421/K13541/K13542/K13950/K14652/K14654/K14941/K17744/K17828/K18240/K18285/K18286/K18482/K18800/K19221/K19222/K19267,223
predrought.t0,predrought,t0,ko01200,Carbon metabolism, 207/2653,  207/2653,1.5969212384864217e-55,1.879043990619023e-53,1.4008081039354577e-53,K00018/K00023/K00024/K00027/K00029/K00030/K00031/K00033/K00034/K00036/K00058/K00074/K00121/K00122/K00123/K00124/K00126/K00127/K00131/K00134/K00140/K00148/K00150/K00161/K00162/K00163/K00164/K00169/K00170/K00171/K00172/K00174/K00175/K00176/K00177/K00200/K00201/K00202/K00203/K00209/K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00248/K00261/K00281/K00282/K00283/K00297/K00317/K00320/K00382/K00577/K00600/K00605/K00615/K00616/K00625/K00626/K00627/K00640/K00658/K00672/K00830/K00831/K00845/K00850/K00851/K00855/K00863/K00873/K00874/K00886/K00925/K00926/K00927/K00948/K01006/K01007/K01053/K01057/K01070/K01079/K01086/K01455/K01491/K01499/K01595/K01601/K01602/K01610/K01622/K01623/K01624/K01625/K01637/K01638/K01647/K01676/K01677/K01678/K01679/K01681/K01689/K01690/K01715/K01738/K01752/K01754/K01782/K01783/K01803/K01807/K01808/K01810/K01825/K01834/K01847/K01848/K01849/K01895/K01902/K01903/K01938/K01958/K01959/K01960/K01961/K01962/K01963/K01965/K01966/K02160/K02203/K02437/K02446/K03388/K03389/K03390/K03396/K03737/K03738/K03781/K03841/K04835/K05299/K05606/K07404/K07516/K08093/K08094/K08264/K08318/K08691/K08692/K09709/K10713/K10714/K10944/K10945/K10946/K11261/K11263/K11529/K11532/K11645/K13788/K13810/K13831/K14028/K14067/K14080/K14083/K14138/K14446/K14447/K14448/K14449/K14469/K14470/K14471/K14472/K14534/K15016/K15019/K15024/K15052/K15230/K15231/K15232/K15633/K15634/K15635/K15916/K15918/K16306/K16370/K17829/K17865/K18119/K18122/K19268,207
predrought.t0,predrought,t0,ko02020,Two-component system, 220/2653,  220/2653,2.2031797908426448e-35,1.944306165418634e-33,1.4494603887122662e-33,K00027/K00066/K00244/K00245/K00246/K00247/K00370/K00371/K00373/K00374/K00404/K00405/K00406/K00407/K00410/K00411/K00412/K00413/K00425/K00426/K00575/K00626/K00990/K01034/K01035/K01051/K01077/K01113/K01179/K01425/K01467/K01546/K01547/K01548/K01643/K01644/K01791/K01915/K01991/K02040/K02106/K02259/K02313/K02398/K02402/K02403/K02405/K02406/K02472/K02488/K02490/K02491/K02556/K02584/K02650/K02657/K02658/K02659/K02660/K02667/K02668/K03092/K03406/K03407/K03408/K03412/K03413/K03415/K03563/K03620/K03776/K04751/K04771/K05597/K05874/K05966/K06281/K06282/K06596/K06598/K07165/K07260/K07636/K07637/K07638/K07640/K07641/K07642/K07644/K07645/K07646/K07649/K07651/K07652/K07653/K07654/K07657/K07658/K07659/K07660/K07662/K07663/K07664/K07665/K07666/K07667/K07668/K07669/K07670/K07671/K07673/K07675/K07679/K07683/K07684/K07685/K07688/K07689/K07690/K07692/K07693/K07696/K07705/K07708/K07709/K07710/K07711/K07712/K07713/K07714/K07715/K07716/K07720/K07768/K07774/K07775/K07776/K07777/K07778/K07783/K07787/K07788/K07789/K07792/K07793/K07794/K07795/K07798/K07799/K07806/K07810/K08082/K08083/K08372/K08641/K08738/K09474/K09696/K09697/K10001/K10002/K10003/K10004/K10125/K10126/K10255/K10715/K10914/K10941/K10942/K10943/K11103/K11329/K11357/K11383/K11384/K11443/K11444/K11617/K11618/K11621/K11624/K11635/K11688/K11689/K11690/K11712/K12340/K13041/K13486/K13487/K13488/K13489/K13490/K13491/K13533/K13584/K13587/K13588/K13589/K13598/K13599/K13815/K13816/K13924/K14205/K14980/K14981/K14986/K14987/K15011/K15012/K15861/K15862/K16692/K18351/K18352/K19620/K19641/K19668,220
predrought.t0,predrought,t0,ko00630,Glyoxylate and dicarboxylate metabolism, 71/2653,  71/2653,1.1362141391382687e-27,8.021671822316177e-26,5.980074416517204e-26,K00015/K00018/K00023/K00024/K00042/K00090/K00104/K00122/K00123/K00124/K00126/K00127/K00281/K00282/K00283/K00284/K00382/K00600/K00605/K00626/K00830/K00865/K01091/K01432/K01433/K01455/K01458/K01569/K01577/K01601/K01602/K01608/K01625/K01637/K01638/K01647/K01681/K01816/K01847/K01848/K01849/K01895/K01915/K01965/K01966/K02437/K03418/K03779/K03780/K03781/K04835/K05606/K07130/K07246/K07248/K08691/K08692/K11263/K11472/K11473/K11529/K12972/K14067/K14446/K14447/K14448/K14449/K15918/K17865/K18123/K19268,71
predrought.t0,predrought,t0,ko00620,Pyruvate metabolism, 80/2653,  80/2653,2.3023271646554435e-26,1.3545358152056194e-24,1.0097926160769488e-24,K00001/K00016/K00024/K00027/K00029/K00090/K00101/K00102/K00114/K00121/K00128/K00132/K00138/K00156/K00158/K00161/K00162/K00163/K00169/K00170/K00171/K00172/K00174/K00175/K00244/K00245/K00246/K00247/K00382/K00625/K00626/K00627/K00656/K00873/K00925/K01003/K01006/K01007/K01026/K01067/K01069/K01512/K01571/K01595/K01596/K01610/K01638/K01649/K01655/K01676/K01677/K01678/K01679/K01759/K01895/K01905/K01958/K01959/K01960/K01961/K01962/K01963/K02160/K02594/K03737/K03778/K04021/K04073/K07248/K11263/K12957/K12972/K13788/K13953/K13954/K13979/K14028/K15024/K18366/K18930,80
predrought.t0,predrought,t0,ko00520,Amino sugar and nucleotide sugar metabolism, 90/2653,  90/2653,4.047326001051347e-25,2.0410086833873222e-23,1.5215511282147922e-23,K00012/K00066/K00075/K00326/K00523/K00790/K00820/K00845/K00847/K00849/K00884/K00886/K00963/K00965/K00966/K00971/K00972/K00975/K00978/K00983/K00992/K01183/K01198/K01207/K01209/K01233/K01443/K01452/K01639/K01654/K01709/K01711/K01784/K01787/K01791/K01809/K01810/K01835/K01840/K01854/K02377/K02472/K02473/K02474/K02564/K02779/K02793/K02794/K02795/K02796/K02804/K03431/K04042/K05304/K06118/K07102/K07106/K07806/K08678/K08679/K09001/K10011/K10012/K11528/K12373/K12446/K12448/K12452/K12454/K13010/K13015/K13016/K13017/K13018/K13019/K13020/K13810/K15778/K15855/K15856/K15894/K15916/K15921/K16011/K16190/K16881/K17716/K18429/K18430/K18676,90
predrought.t0,predrought,t0,ko00362,Benzoate degradation, 70/2653,  70/2653,9.694423622875942e-25,4.27766442359401e-23,3.1889551391039286e-23,K00074/K00217/K00252/K00446/K00448/K00449/K00481/K00626/K00632/K01031/K01032/K01055/K01075/K01607/K01615/K01617/K01666/K01692/K01782/K01821/K01825/K01856/K01857/K02554/K03381/K03464/K04073/K04098/K04100/K04101/K04105/K04107/K04108/K04109/K04110/K04112/K04113/K04114/K04115/K04116/K04117/K05549/K05550/K07104/K07516/K07535/K07536/K07537/K07538/K07539/K07823/K10216/K10217/K10218/K10219/K10220/K10221/K10621/K10622/K14333/K14727/K15511/K15512/K15513/K16173/K16514/K16515/K18364/K18365/K18366,70
predrought.t0,predrought,t0,ko00260,"Glycine, serine and threonine metabolism", 68/2653,  68/2653,1.959193466850166e-24,7.684392153312317e-23,5.728635867982941e-23,K00003/K00018/K00058/K00060/K00090/K00108/K00130/K00133/K00273/K00274/K00276/K00281/K00282/K00283/K00301/K00302/K00303/K00304/K00305/K00315/K00382/K00499/K00542/K00544/K00600/K00605/K00613/K00639/K00643/K00827/K00830/K00831/K00836/K00865/K00872/K00928/K01079/K01620/K01695/K01696/K01697/K01733/K01752/K01753/K01754/K01758/K01834/K02203/K02204/K02437/K06001/K06720/K08688/K10674/K11529/K12235/K12524/K12526/K12972/K15633/K15634/K15635/K15784/K15785/K15789/K15918/K17103/K17217,68
predrought.t0,predrought,t0,ko00650,Butanoate metabolism, 68/2653,  68/2653,1.205761528517913e-21,4.256338195668233e-20,3.173056653994508e-20,K00004/K00019/K00023/K00074/K00100/K00132/K00135/K00169/K00170/K00171/K00172/K00174/K00175/K00209/K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00248/K00626/K00634/K00656/K00823/K01027/K01028/K01029/K01034/K01035/K01039/K01040/K01574/K01575/K01580/K01615/K01640/K01641/K01652/K01653/K01692/K01715/K01782/K01799/K01825/K01896/K01907/K03366/K03737/K03821/K04073/K05973/K07246/K07250/K07516/K07518/K08318/K14534/K16871/K17829/K17865/K18009/K18119/K18122/K18366/K18369,68
predrought.t0,predrought,t0,ko03070,Bacterial secretion system, 53/2653,  53/2653,1.3639692696058721e-21,4.3771013833715716e-20,3.263084377047541e-20,K02452/K02453/K02454/K02455/K02456/K02457/K02458/K02459/K02460/K02461/K02462/K03070/K03071/K03072/K03073/K03074/K03075/K03076/K03106/K03110/K03116/K03117/K03118/K03195/K03196/K03197/K03198/K03199/K03200/K03201/K03203/K03204/K03205/K03210/K03217/K03219/K03222/K03224/K03226/K03229/K03230/K11003/K11004/K11891/K11892/K11903/K11904/K11906/K11907/K11912/K11913/K12257/K12340,53
predrought.t0,predrought,t0,ko00680,Methane metabolism, 98/2653,  98/2653,2.1111679483151104e-21,6.210352381293617e-20,4.629754272620856e-20,K00018/K00024/K00058/K00121/K00122/K00123/K00124/K00126/K00127/K00148/K00169/K00170/K00171/K00172/K00200/K00201/K00202/K00203/K00317/K00320/K00441/K00577/K00600/K00625/K00672/K00830/K00831/K00850/K00863/K00925/K01007/K01070/K01079/K01086/K01499/K01595/K01622/K01623/K01624/K01689/K01834/K01895/K02203/K02446/K03388/K03389/K03390/K03396/K03841/K04041/K05299/K05884/K05979/K06034/K06914/K07072/K07812/K08093/K08094/K08097/K08264/K08685/K08691/K08692/K09733/K10713/K10714/K10944/K10945/K10946/K11212/K11261/K11529/K11532/K11645/K11779/K11781/K12234/K13039/K13788/K13831/K14028/K14067/K14080/K14083/K14941/K15228/K15229/K15633/K15634/K15635/K16254/K16256/K16257/K16258/K16260/K16306/K16370,98
predrought.t0,predrought,t0,ko00720,Carbon fixation pathways in prokaryotes, 68/2653,  68/2653,5.141027953815607e-21,1.3959868213053146e-19,1.0406939177764387e-19,K00024/K00031/K00169/K00170/K00171/K00172/K00174/K00175/K00176/K00177/K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00297/K00625/K00626/K00925/K01006/K01007/K01491/K01595/K01676/K01677/K01678/K01679/K01681/K01847/K01848/K01849/K01895/K01902/K01903/K01938/K01958/K01959/K01960/K01961/K01962/K01963/K02160/K03737/K05299/K05606/K08691/K09709/K13788/K14138/K14449/K14469/K14470/K14471/K14472/K14534/K15016/K15019/K15024/K15052/K15230/K15231/K15232/K18593/K18594/K18603,68
predrought.t0,predrought,t0,ko00010,Glycolysis / Gluconeogenesis, 64/2653,  64/2653,1.119368014861845e-19,2.8224064946159377e-18,2.1040752159057236e-18,K00001/K00016/K00114/K00121/K00128/K00129/K00131/K00134/K00138/K00150/K00161/K00162/K00163/K00169/K00170/K00171/K00172/K00174/K00175/K00382/K00627/K00845/K00850/K00873/K00886/K00927/K01006/K01007/K01086/K01222/K01596/K01610/K01622/K01623/K01624/K01689/K01785/K01792/K01803/K01810/K01834/K01835/K01895/K01905/K02446/K02779/K03737/K03841/K04041/K11532/K11645/K12957/K13810/K13953/K13954/K13979/K14028/K15633/K15634/K15635/K15778/K15916/K16306/K16370,64
predrought.t0,predrought,t0,ko02040,Flagellar assembly, 41/2653,  41/2653,4.789088047647091e-18,1.1270320538796155e-16,8.401908855521211e-17,K02386/K02387/K02388/K02389/K02390/K02391/K02392/K02393/K02394/K02395/K02396/K02397/K02398/K02400/K02401/K02402/K02403/K02405/K02406/K02407/K02408/K02409/K02410/K02411/K02412/K02413/K02414/K02415/K02416/K02417/K02418/K02419/K02420/K02421/K02422/K02556/K02557/K03086/K03092/K10941/K10943,41
predrought.t0,predrought,t0,ko00240,Pyrimidine metabolism, 62/2653,  62/2653,4.95518216169745e-17,1.0932370644244999e-15,8.149970660686595e-16,K00226/K00254/K00525/K00526/K00527/K00560/K00609/K00610/K00756/K00757/K00758/K00761/K00762/K00857/K00876/K00940/K00943/K00945/K01081/K01119/K01464/K01465/K01485/K01489/K01493/K01494/K01518/K01520/K01591/K01937/K01955/K01956/K02566/K02823/K02825/K03465/K03783/K03784/K03787/K04765/K06016/K06287/K06952/K06966/K07023/K07043/K08722/K09018/K09019/K09020/K09021/K09023/K09024/K09769/K09903/K11540/K13421/K16328/K16329/K16904/K17723/K17828,62
predrought.t0,predrought,t0,ko00020,Citrate cycle (TCA cycle), 42/2653,  42/2653,5.517875004503701e-16,1.1457705156410625e-14,8.541602174154335e-15,K00024/K00030/K00031/K00161/K00162/K00163/K00164/K00169/K00170/K00171/K00172/K00174/K00175/K00176/K00177/K00239/K00240/K00241/K00242/K00244/K00245/K00246/K00247/K00382/K00627/K00658/K01596/K01610/K01647/K01676/K01677/K01678/K01679/K01681/K01902/K01903/K01958/K01959/K01960/K03737/K15230/K15231,42
predrought.t0,predrought,t0,ko04112,Cell cycle - Caulobacter, 27/2653,  27/2653,1.9328183032354523e-15,3.79047145023397e-14,2.8257577532682048e-14,K01338/K01358/K02313/K02314/K02488/K02563/K02651/K03531/K03544/K03588/K03589/K03590/K06985/K07716/K11357/K11443/K11749/K13581/K13582/K13583/K13584/K13587/K13588/K13589/K13590/K13592/K13593,27
predrought.t0,predrought,t0,ko00051,Fructose and mannose metabolism, 60/2653,  60/2653,2.2287831326585576e-15,4.1408444517287934e-14,3.086957247449526e-14,K00008/K00064/K00066/K00594/K00847/K00848/K00850/K00863/K00882/K00966/K00971/K01086/K01218/K01622/K01623/K01624/K01628/K01629/K01711/K01729/K01803/K01805/K01808/K01809/K01813/K01818/K01820/K01840/K02377/K02446/K02768/K02770/K02793/K02794/K02795/K02796/K02800/K03332/K03841/K04041/K07026/K07046/K08261/K11532/K11645/K12661/K15778/K15856/K15916/K16011/K16306/K16370/K16881/K18333/K18334/K18335/K18336/K19270/K19290/K19355,60
predrought.t0,predrought,t0,ko00920,Sulfur metabolism, 59/2653,  59/2653,3.50774735608257e-15,6.191174083485735e-14,4.615457047477065e-14,K00184/K00185/K00299/K00380/K00381/K00387/K00390/K00392/K00394/K00395/K00640/K00641/K00651/K00860/K00955/K00956/K00957/K00958/K00988/K01011/K01082/K01738/K01739/K02045/K02046/K02047/K02048/K02439/K03119/K04091/K05301/K06881/K07306/K08352/K10764/K10831/K11180/K15551/K15552/K15553/K15554/K15555/K15762/K15765/K16937/K16968/K16969/K17217/K17218/K17222/K17223/K17224/K17225/K17226/K17227/K17228/K17229/K17230/K17285,59
predrought.t0,predrought,t0,ko00230,Purine metabolism, 93/2653,  93/2653,2.1012691620014864e-14,3.532133400888213e-13,2.6331693759417124e-13,K00073/K00087/K00088/K00364/K00365/K00525/K00526/K00527/K00602/K00759/K00760/K00764/K00769/K00839/K00856/K00860/K00926/K00939/K00940/K00942/K00948/K00951/K00955/K00956/K00957/K00958/K00988/K01081/K01119/K01120/K01129/K01139/K01239/K01241/K01428/K01429/K01430/K01466/K01477/K01483/K01486/K01487/K01488/K01515/K01518/K01524/K01525/K01588/K01589/K01756/K01768/K01769/K01835/K01839/K01923/K01933/K01939/K01945/K01951/K01952/K02083/K02428/K02566/K03651/K03783/K03784/K03787/K04765/K05873/K06928/K06952/K06966/K07023/K07127/K08289/K08722/K09769/K11175/K11177/K11178/K13479/K13481/K13482/K13483/K13485/K14048/K14977/K15778/K16840/K16841/K16856/K19572/K19710,93
predrought.t0,predrought,t0,ko00250,"Alanine, aspartate and glutamate metabolism", 43/2653,  43/2653,4.7908536272279216e-14,7.687142410961166e-13,5.730686156971198e-13,K00135/K00259/K00261/K00262/K00265/K00266/K00278/K00294/K00609/K00610/K00764/K00812/K00813/K00820/K00823/K00827/K00830/K01424/K01425/K01580/K01744/K01755/K01756/K01779/K01914/K01915/K01939/K01940/K01953/K01955/K01956/K05597/K07250/K09758/K11358/K11540/K13051/K13821/K14260/K14681/K15371/K16871/K19244,43
predrought.t0,predrought,t0,ko00330,Arginine and proline metabolism, 56/2653,  56/2653,1.1879986256522419e-13,1.8233196298053973e-12,1.359266162073503e-12,K00128/K00137/K00147/K00273/K00274/K00286/K00294/K00316/K00318/K00472/K00542/K00613/K00657/K00673/K00797/K00812/K00813/K00819/K00824/K00931/K01259/K01426/K01470/K01473/K01474/K01476/K01480/K01484/K01485/K01581/K01583/K01584/K01585/K01611/K01750/K01777/K02626/K05526/K06447/K08688/K09123/K09251/K09471/K09472/K10536/K10794/K11358/K12251/K12252/K12254/K12255/K12256/K13747/K13821/K18123/K18384,56
predrought.t0,predrought,t0,ko00270,Cysteine and methionine metabolism, 61/2653,  61/2653,1.423301709944002e-13,2.09343959837597e-12,1.5606378398508793e-12,K00003/K00016/K00024/K00058/K00133/K00456/K00544/K00547/K00548/K00549/K00558/K00640/K00641/K00651/K00772/K00789/K00797/K00812/K00813/K00826/K00827/K00831/K00832/K00837/K00899/K00928/K01011/K01243/K01251/K01505/K01611/K01697/K01738/K01739/K01740/K01752/K01758/K01760/K01761/K01919/K01920/K05396/K08963/K08964/K08967/K09758/K09880/K10764/K11358/K12339/K12524/K12526/K12960/K13060/K14155/K16843/K16844/K16845/K16846/K17217/K17950,61
predrought.t0,predrought,t0,ko00280,"Valine, leucine and isoleucine degradation", 42/2653,  42/2653,2.9903500063959933e-13,4.2223742090311425e-12,3.1477368488378874e-12,K00020/K00128/K00140/K00166/K00167/K00186/K00187/K00248/K00249/K00253/K00263/K00382/K00626/K00632/K00822/K00826/K00827/K01027/K01028/K01029/K01640/K01641/K01692/K01782/K01825/K01847/K01848/K01849/K01907/K01965/K01966/K01968/K01969/K05606/K07250/K09478/K09699/K11263/K11381/K13766/K18660/K18661,42
predrought.t0,predrought,t0,ko00640,Propanoate metabolism, 51/2653,  51/2653,4.002979875192026e-13,5.4348149843953274e-12,4.05159906395954e-12,K00005/K00016/K00140/K00166/K00167/K00169/K00170/K00171/K00172/K00248/K00382/K00625/K00656/K00822/K00823/K00925/K01026/K01578/K01659/K01692/K01699/K01720/K01734/K01782/K01825/K01847/K01848/K01849/K01895/K01902/K01903/K01905/K01908/K01961/K01962/K01963/K01965/K01966/K02160/K03417/K05606/K07250/K09699/K09788/K11263/K11264/K11381/K13788/K13920/K15024/K19745,51
predrought.t0,predrought,t0,ko00360,Phenylalanine metabolism, 44/2653,  44/2653,4.788653802501365e-13,6.260721452899932e-12,4.667303901073455e-12,K00055/K00074/K00129/K00146/K00274/K00276/K00285/K00457/K00500/K00529/K00812/K00813/K00817/K00824/K00832/K01426/K01451/K01593/K01666/K01692/K01912/K02554/K02609/K02610/K02611/K02612/K02613/K02614/K02618/K03782/K03825/K04073/K05708/K05710/K05712/K05713/K05714/K10775/K11358/K13574/K15866/K18361/K18362/K18363,44
predrought.t0,predrought,t0,ko00030,Pentose phosphate pathway, 47/2653,  47/2653,7.898869058046888e-13,9.958217062466255e-12,7.423749114705722e-12,K00033/K00034/K00036/K00090/K00117/K00131/K00615/K00616/K00850/K00851/K00852/K00874/K00948/K01053/K01057/K01086/K01619/K01621/K01622/K01623/K01624/K01625/K01690/K01783/K01807/K01808/K01810/K01835/K01839/K02446/K03738/K03841/K04041/K06151/K06152/K07404/K08093/K08094/K11529/K11532/K11645/K13810/K13831/K15778/K15916/K16306/K16370,47
predrought.t0,predrought,t0,ko01250,Biosynthesis of nucleotide sugars, 87/2653,  87/2653,1.4576265498706708e-12,1.7742833520839545e-11,1.3227101178499735e-11,K00012/K00066/K00067/K00075/K00469/K00523/K00790/K00820/K00845/K00847/K00849/K00884/K00886/K00963/K00965/K00966/K00971/K00972/K00973/K00975/K00978/K00979/K00983/K00992/K01627/K01654/K01709/K01710/K01711/K01784/K01790/K01791/K01809/K01810/K01835/K01840/K01854/K02377/K02472/K02473/K02474/K02805/K03270/K03271/K03272/K03273/K03274/K03431/K04042/K05304/K06041/K06118/K07031/K07102/K07806/K08678/K08679/K09001/K10011/K12446/K12448/K12452/K12454/K13010/K13016/K13017/K13018/K13019/K13020/K13310/K13317/K13810/K15669/K15778/K15856/K15894/K15916/K16011/K16190/K16436/K16704/K17716/K17947/K18429/K18430/K19068/K19180,87
predrought.t0,predrought,t0,ko00910,Nitrogen metabolism, 39/2653,  39/2653,2.111315853332079e-12,2.4843149874207466e-11,1.8520314502912973e-11,K00261/K00262/K00265/K00266/K00284/K00362/K00363/K00366/K00367/K00368/K00370/K00371/K00372/K00374/K00376/K00459/K00926/K01455/K01501/K01673/K01674/K01725/K01915/K02305/K02567/K02568/K02575/K03385/K04561/K10535/K10944/K10945/K10946/K15371/K15576/K15577/K15578/K15864/K15876,39
predrought.t0,predrought,t0,ko01220,Degradation of aromatic compounds, 87/2653,  87/2653,4.9796514774010954e-12,5.670377327492215e-11,4.227208384890573e-11,K00001/K00055/K00121/K00141/K00151/K00217/K00446/K00448/K00449/K00455/K00480/K00481/K00483/K00529/K01053/K01055/K01607/K01617/K01666/K01821/K01826/K01856/K01857/K02554/K03186/K03379/K03381/K03464/K04073/K04105/K04107/K04108/K04109/K04112/K04113/K04114/K04115/K05549/K05550/K05708/K05710/K05712/K05713/K05714/K05921/K06912/K07104/K07535/K07536/K07537/K07538/K07539/K07543/K07544/K07546/K10216/K10217/K10219/K10619/K10621/K10622/K10676/K13953/K13954/K14519/K14581/K14727/K15750/K15751/K15760/K15762/K15764/K15765/K16049/K16050/K16303/K16304/K17048/K17754/K18067/K18068/K18069/K18074/K18075/K18364/K18365/K18366,87
predrought.t0,predrought,t0,ko00220,Arginine biosynthesis, 36/2653,  36/2653,1.4920589462748712e-11,1.6459275251094673e-10,1.227022159765519e-10,K00145/K00261/K00262/K00611/K00619/K00620/K00812/K00813/K00818/K00821/K00926/K00930/K01425/K01428/K01429/K01430/K01438/K01457/K01476/K01478/K01755/K01915/K01940/K01941/K05597/K05828/K05829/K05830/K05831/K09065/K11358/K14048/K14260/K14681/K14682/K15371,36
predrought.t0,predrought,t0,ko02030,Bacterial chemotaxis, 21/2653,  21/2653,5.166012223478498e-11,5.526067620872454e-10,4.1196269724708913e-10,K00575/K02410/K02416/K02417/K02556/K02557/K03406/K03407/K03408/K03409/K03410/K03411/K03412/K03413/K03414/K03415/K03776/K05874/K10439/K12368/K13924,21
