Mass,MolecularFormula,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway,KEGG_module,KEGG_brite,KEGG_enzyme,KEGG_reaction
343.0823347,C18H16O7,cpd:C04444,"3,7,4'-Tri-O-methylquercetin;3',5-Dihydroxy-3,4',7-trimethoxyflavone",C18H16O7,Flavone and flavonol biosynthesis,NA,"Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C04444  3,7,4'-Tri-O-methylquercetin",2.1.1.83,R03456
343.0823347,C18H16O7,cpd:C10032,Cirsilineol,C18H16O7,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10032  Cirsilineol;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C10032  Cirsilineol,NA,NA
343.0823347,C18H16O7,cpd:C10040,Eupatilin,C18H16O7,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10040  Eupatilin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C10040  Eupatilin,NA,NA
343.0823347,C18H16O7,cpd:C10101,(-)-Usnic acid;(S)-Usnic acid;(S)-Usnate,C18H16O7,NA,NA,"Lipids [BR:br08002]; PK  Polyketides;  PK13 Aromatic polyketides;   PK1306 Dibenzofurans, griseofulvins, dibenzopyrans and xanthones;    C10101  (-)-Usnic acid",1.1.1.199,R07345
343.0823347,C18H16O7,cpd:C10111,Nevadensin,C18H16O7,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10111  Nevadensin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C10111  Nevadensin,NA,NA
343.0823347,C18H16O7,cpd:C10117,"Pachypodol;Quercetin 3,7,3'-trimethyl ether",C18H16O7,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10117  Pachypodol;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C10117  Pachypodol,NA,NA
343.0823347,C18H16O7,cpd:C10180,Santin,C18H16O7,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10180  Santin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C10180  Santin,NA,NA
343.0823347,C18H16O7,cpd:C10189,"Tambulin;Herbacetin 7,8,4'-trimethyl ether",C18H16O7,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10189  Tambulin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C10189  Tambulin,NA,NA
343.0823347,C18H16O7,cpd:C14476,"Xanthomicrol;4',5-Dihydroxy-6,7,8-trimethoxyflavone",C18H16O7,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C14476  Xanthomicrol,NA,NA
343.0823347,C18H16O7,cpd:C17040,Obtusin,C18H16O7,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Anthraquinones;   Anthraquinone type;    C17040  Obtusin,NA,NA
343.0823347,C18H16O7,cpd:C19807,"3',4',5'-O-Trimethyltricetin;5,7-Dihydroxy-3',4',5'-trimethoxyflavone",C18H16O7,NA,NA,NA,2.1.1.169,R09678 R09679
343.1187313,C19H20O6,cpd:C09353,Calaxin,C19H20O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09353  Calaxin,NA,NA
343.1187313,C19H20O6,cpd:C09388,Deoxyelephantopin,C19H20O6,NA,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0103 C15 isoprenoids (sesquiterpenes);    PR010309 Germacrane sesquiterpenoids;     C09388  Deoxyelephantopin;Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09388  Deoxyelephantopin,NA,NA
343.1187313,C19H20O6,cpd:C10338,"Echinone;6-((1S)-1-(Acetyloxy)-4-methyl-3-pentenyl)-8-hydroxy-5-methoxy-1,4-naphthalenedione",C19H20O6,NA,NA,NA,NA,NA
343.1187313,C19H20O6,cpd:C15118,"2,3-Dihydro-2-(4-methoxyphenyl)-5,6,7-trimethoxy-4H-1-benzopyran-4-one;4',5,6,7-Tetramethoxyflavanone",C19H20O6,NA,NA,"Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavanones;    C15118  2,3-Dihydro-2-(4-methoxyphenyl)-5,6,7-trimethoxy-4H-1-benzopyran-4-one",NA,NA
343.1398405,C16H24O8,cpd:C11652,8-Epiiridotrial glucoside;Boschnaloside,C16H24O8,NA,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0102 C10 isoprenoids (monoterpenes);    PR010207 Iridoid, 10-alkyliridoid and secoiridoid monoterpenoids;     C11652  8-Epiiridotrial glucoside;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C11652  8-Epiiridotrial glucoside",NA,NA
343.1398405,C16H24O8,cpd:C11653,Iridotrial glucoside,C16H24O8,NA,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0102 C10 isoprenoids (monoterpenes);    PR010207 Iridoid, 10-alkyliridoid and secoiridoid monoterpenoids;     C11653  Iridotrial glucoside;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C11653  Iridotrial glucoside",NA,NA
345.0616049,C17H14O8,cpd:C04581,"Tomentin;3',4',5,6-Tetrahydroxy-3,7-dimethoxyflavone",C17H14O8,NA,NA,Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C04581  Tomentin,2.1.1.84,R04505
345.0616049,C17H14O8,cpd:C09967,Taxifolin 3-O-acetate,C17H14O8,NA,NA,Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Dihyroflavonols;    C09967  Taxifolin 3-O-acetate,NA,NA
345.0616049,C17H14O8,cpd:C10021,"Axillarin;Quercetagetin 3,6-dimethyl ether",C17H14O8,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10021  Axillarin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C10021  Axillarin,NA,NA
345.0616049,C17H14O8,cpd:C11620,"Syringetin;3',5'-O-Dimethylmyricetin;3,5,7,4'-Tetrahydroxy-3',5'-dimethoxyflavone",C17H14O8,Flavone and flavonol biosynthesis,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C11620  Syringetin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C11620  Syringetin,2.1.1.267,R06816
345.0616049,C17H14O8,cpd:C17788,Eupatolitin,C17H14O8,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C17788  Eupatolitin,NA,NA
345.0616049,C17H14O8,cpd:C19588,"Aflatoxin B1 diol;Aflatoxin B1-2,3-dihydrodiol",C17H14O8,Metabolism of xenobiotics by cytochrome P450,NA,NA,3.3.2.9,R09410 R09411
345.0616049,C17H14O8,cpd:C19589,Aflatoxin B1 dialdehyde,C17H14O8,Metabolism of xenobiotics by cytochrome P450,NA,NA,NA,R09411 R09412 R09413
345.0979761,C18H18O7,cpd:C15591,"(6R)-2-Acetyl-6-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3-hydroxy-6-methyl-2,4-cyclohexadien-1-one;Reduced-(S)-usnate",C18H18O7,NA,NA,NA,1.1.1.199,R07345
345.1191094,C15H22O9,cpd:C09771,Aucubin,C15H22O9,NA,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0102 C10 isoprenoids (monoterpenes);    PR010207 Iridoid, 10-alkyliridoid and secoiridoid monoterpenoids;     C09771  Aucubin;Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Iridoids;    C09771  Aucubin;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C09771  Aucubin",NA,NA
345.1191094,C15H22O9,cpd:C11671,Deutzioside,C15H22O9,NA,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0102 C10 isoprenoids (monoterpenes);    PR010207 Iridoid, 10-alkyliridoid and secoiridoid monoterpenoids;     C11671  Deutzioside;Phytochemical compounds [BR:br08003]; Terpenoids;  Monoterpenoids (C10);   Iridoids;    C11671  Deutzioside;Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C11671  Deutzioside",NA,NA
345.1343775,C19H22O6,cpd:C01699,Gibberellin A3;Gibberellic acid;Gibberellin,C19H22O6,Diterpenoid biosynthesis;Biosynthesis of secondary metabolites,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C01699  Gibberellin A3;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C01699  Gibberellin A3;Pesticides [BR:br08007]; Pesticides;  Plant growth regulators;   Others;    C01699  Gibberellin A3,1.14.11.-;2.4.1.176,R03680 R06347 R06618
345.1343775,C19H22O6,cpd:C09062,Antheridic acid;Antheridiogen-An,C19H22O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C09062  Antheridic acid,NA,NA
345.1343775,C19H22O6,cpd:C09104,Hallactone A,C19H22O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Others;    C09104  Hallactone A,NA,NA
345.1343775,C19H22O6,cpd:C09174,Ponalactone A,C19H22O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Others;    C09174  Ponalactone A,NA,NA
345.1343775,C19H22O6,cpd:C09190,Strigol,C19H22O6,Carotenoid biosynthesis;Biosynthesis of plant hormones;Biosynthesis of secondary metabolites,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Carotenoids and apocarotenoids;   Apocarotenoids;    C09190  Strigol,1.14.13.-,R08990
345.1343775,C19H22O6,cpd:C09385,Cynaropicrin,C19H22O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Guaianolide;    C09385  Cynaropicrin,NA,NA
345.1343775,C19H22O6,cpd:C09512,Molephantin,C19H22O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09512  Molephantin,NA,NA
345.1343775,C19H22O6,cpd:C09547,Saupirin,C19H22O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Guaianolide;    C09547  Saupirin,NA,NA
345.1343775,C19H22O6,cpd:C11855,Gibberellin A29-catabolite,C19H22O6,Diterpenoid biosynthesis,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C11855  Gibberellin A29-catabolite;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C11855  Gibberellin A29-catabolite,1.14.11.13,R06344
345.1343775,C19H22O6,cpd:C11856,Gibberellin A6,C19H22O6,NA,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C11856  Gibberellin A6;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C11856  Gibberellin A6,NA,R06348
345.1343775,C19H22O6,cpd:C11869,Gibberellin A34-catabolite,C19H22O6,Diterpenoid biosynthesis,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C11869  Gibberellin A34-catabolite;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C11869  Gibberellin A34-catabolite,1.14.11.13,R06342
345.1707088,C20H26O5,cpd:C09509,Microhelenin C,C20H26O5,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Others;    C09509  Microhelenin C,NA,NA
345.1707088,C20H26O5,cpd:C09518,Nobilin,C20H26O5,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09518  Nobilin,NA,NA
345.1707088,C20H26O5,cpd:C11861,Gibberellin A24,C20H26O5,Diterpenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Gibberellin A4/A1 biosynthesis, GA12 => GA4 / GA53 => GA1",Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C11861  Gibberellin A24;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C11861  Gibberellin A24,1.14.11.12,R06323 R06326 R06331 R06335
345.1707088,C20H26O5,cpd:C12308,Gibberellin A44;Gibberellin 44,C20H26O5,NA,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C12308  Gibberellin A44;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C12308  Gibberellin A44,1.14.11.12,R07184
345.1707088,C20H26O5,cpd:C14161,Gibberellin A37,C20H26O5,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C14161  Gibberellin A37,NA,NA
345.1707088,C20H26O5,cpd:C20633,Methyl gibberellin A4,C20H26O5,NA,NA,NA,2.1.1.276,R10450
345.1918792,C17H30O7,cpd:C04529,"(3S,4S)-3-Hydroxytetradecane-1,3,4-tricarboxylate",C17H30O7,NA,NA,NA,2.3.3.4,R03859
347.0772514,C17H16O8,cpd:C19591,"1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal",C17H16O8,Metabolism of xenobiotics by cytochrome P450,NA,NA,NA,R09412 R09414
347.0772514,C17H16O8,cpd:C19592,"alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde",C17H16O8,Metabolism of xenobiotics by cytochrome P450,NA,NA,NA,R09413 R09415
347.1347506,C15H24O9,cpd:C17011,Leonuridine,C15H24O9,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C17011  Leonuridine,NA,NA
347.1500222,C19H24O6,cpd:C00859,Gibberellin A1;Gibberellin 1,C19H24O6,Diterpenoid biosynthesis;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Plant hormone signal transduction,"Gibberellin A4/A1 biosynthesis, GA12 => GA4 / GA53 => GA1;Gibberellin A1 biosynthesis, GGPP => GA1",Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C00859  Gibberellin A1;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C00859  Gibberellin A1,1.14.11.13;1.14.11.15,R03008 R03009 R06619
347.1500222,C19H24O6,cpd:C04597,"1,2-Bis(3,4-dimethoxyphenyl)propane-1,3-diol;1,2-Bis(3,4-dimethoxyphenyl)-1,3-propanediol",C19H24O6,NA,NA,NA,1.11.1.14,R04461
347.1500222,C19H24O6,cpd:C04844,"3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate;(1E,2Z)-3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate;DSHA",C19H24O6,Steroid degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,"Lipids [BR:br08002]; ST  Sterol lipids;  ST02 Steroids;   ST0202 C19 steroids (androgens) and derivatives;    C04844  3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate",1.13.11.25;3.7.1.17,R04597 R09883
347.1500222,C19H24O6,cpd:C06096,Gibberellin A29,C19H24O6,Diterpenoid biosynthesis,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C06096  Gibberellin A29;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C06096  Gibberellin A29,1.14.11.13,R03809 R06344
347.1500222,C19H24O6,cpd:C08759,Eurycomalactone,C19H24O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Triterpenoids (C30);   Others;    C08759  Eurycomalactone,NA,NA
347.1500222,C19H24O6,cpd:C09356,Chamissonin diacetate,C19H24O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09356  Chamissonin diacetate,NA,NA
347.1500222,C19H24O6,cpd:C09407,Eremantholide A;Eremantholide,C19H24O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09407  Eremantholide A,NA,NA
347.1500222,C19H24O6,cpd:C09520,Onopordopicrin,C19H24O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09520  Onopordopicrin,NA,NA
347.1500222,C19H24O6,cpd:C09539,Radiatin,C19H24O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Pseudoguaianolide;    C09539  Radiatin,NA,NA
347.1500222,C19H24O6,cpd:C09554,Tagitinin F,C19H24O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09554  Tagitinin F,NA,NA
347.1500222,C19H24O6,cpd:C11868,Gibberellin A34,C19H24O6,Diterpenoid biosynthesis,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C11868  Gibberellin A34;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C11868  Gibberellin A34,1.14.11.13,R06338 R06342
347.1711449,C16H28O8,cpd:C17638,Schizonepetoside E,C16H28O8,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Iridoid glycosides;   C17638  Schizonepetoside E,NA,NA
347.1863967,C20H28O5,cpd:C06094,Gibberellin A53,C20H28O5,Diterpenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Gibberellin A4/A1 biosynthesis, GA12 => GA4 / GA53 => GA1",Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C06094  Gibberellin A53;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C06094  Gibberellin A53,1.14.11.12,R05097 R06329 R06340
347.1863967,C20H28O5,cpd:C09112,Ingenol,C20H28O5,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Others;    C09112  Ingenol,NA,NA
347.1863967,C20H28O5,cpd:C11858,Gibberellin A14,C20H28O5,Diterpenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Gibberellin A1 biosynthesis, GGPP => GA1",Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C11858  Gibberellin A14;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C11858  Gibberellin A14,NA,R06324 R06333 R06339
347.1863967,C20H28O5,cpd:C11860,Gibberellin A15 open lactone,C20H28O5,Diterpenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Gibberellin A4/A1 biosynthesis, GA12 => GA4 / GA53 => GA1",Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0104 C20 isoprenoids (diterpenes);    PR010417 Gibberellins;     C11860  Gibberellin A15 open lactone;Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Gibberellins;    C11860  Gibberellin A15 open lactone,1.14.11.12,R06322 R06323 R06330 R06334
349.0929107,C17H18O8,cpd:C19590,"6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione",C17H18O8,Metabolism of xenobiotics by cytochrome P450,NA,NA,NA,R09414 R09415
349.1656651,C19H26O6,cpd:C09290,Alatolide,C19H26O6,NA,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0103 C15 isoprenoids (sesquiterpenes);    PR010309 Germacrane sesquiterpenoids;     C09290  Alatolide;Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09290  Alatolide,NA,NA
349.1656651,C19H26O6,cpd:C09297,Arctiopicrin,C19H26O6,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Germacrenes;    C09297  Arctiopicrin,NA,NA
349.202058,C20H30O5,cpd:C04707,"(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate;(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprosta-13-enoate",C20H30O5,NA,NA,NA,1.1.1.141;1.3.1.48,R02580 R04556 R04557
349.202058,C20H30O5,cpd:C04758,"(5Z,13E)-9alpha-Hydroxy-11,15-dioxoprosta-5,13-dienoate;15-Dehydro-prostaglandin D2",C20H30O5,NA,NA,NA,1.1.1.196,R02800
349.202058,C20H30O5,cpd:C04835,"(5Z,13E)-6,9alpha-Epoxy-11alpha-hydroxy-15-oxoprosta-5,13-dienoate",C20H30O5,NA,NA,NA,1.1.1.231,R03520
349.202058,C20H30O5,cpd:C06439,Prostaglandin E3,C20H30O5,NA,NA,Compounds with biological roles [BR:br08001]; Lipids;  Eicosanoids;   Prostaglandins;    C06439  Prostaglandin E3;Lipids [BR:br08002]; FA  Fatty acyls;  FA03 Eicosanoids;   FA0301 Prostaglandins;    C06439  Prostaglandin E3,NA,NA
349.202058,C20H30O5,cpd:C13802,Prostaglandin D3,C20H30O5,NA,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA03 Eicosanoids;   FA0301 Prostaglandins;    C13802  Prostaglandin D3,NA,NA
349.202058,C20H30O5,cpd:C18171,"Resolvin E1;5S,12R,18R-Trihydroxy-6Z,8E,10E,14Z,16E-eicosapentaenoic acid",C20H30O5,NA,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA03 Eicosanoids;   FA0307 Hydroxy/hydroperoxyeicosapentaenoic acids;    C18171  Resolvin E1;Target-based classification of compounds [BR:br08010]; G Protein-coupled receptors;  Rhodopsin family: other receptors;   Leukotriene B4 receptor;    leukotriene B4 receptor 1;     C18171  Resolvin E1;    leukotriene B4 receptor 2;     C18171  Resolvin E1,NA,NA
349.202058,C20H30O5,cpd:C18176,"5S-Hydroperoxy-18R-HEPE;5S-Hydroperoxy-18R-hydroxy-6E,8Z,11Z,14Z,16E-eicosapentaenoic acid",C20H30O5,NA,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA03 Eicosanoids;   FA0307 Hydroxy/hydroperoxyeicosapentaenoic acids;    C18176  5S-Hydroperoxy-18R-HEPE,NA,NA
349.202058,C20H30O5,cpd:C18848,Chalcolactone,C20H30O5,NA,NA,NA,NA,NA
349.202058,C20H30O5,cpd:C20214,Andrographolide,C20H30O5,NA,NA,Phytochemical compounds [BR:br08003]; Terpenoids;  Diterpenoids (C20);   Labdanes;    C20214  Andrographolide,NA,NA
351.0357662,C15H12O10,cpd:C18349,4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate,C15H12O10,Aminobenzoate degradation;Microbial metabolism in diverse environments,NA,NA,NA,R09276 R09277
351.056964,C12H16O12,cpd:C04733,4-(4-Deoxy-beta-D-gluc-4-enuronosyl)-D-galacturonate,C12H16O12,NA,NA,NA,NA,NA
351.056964,C12H16O12,cpd:C06118,4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate;4-(4-Deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate;Unsaturated digalacturonate,C12H16O12,Pentose and glucuronate interconversions;Metabolic pathways,NA,NA,4.2.2.2;4.2.2.6;4.2.2.9,R02361 R04382
351.072165,C16H16O9,cpd:C11584,4-Methylumbelliferone glucuronide;4-Methylumbelliferyl glucuronide,C16H16O9,NA,NA,Glycosides [BR:br08021]; O-glycosides;  Coumarin glycosides;   C11584  4-Methylumbelliferone glucuronide,NA,NA
351.217722,C20H32O5,cpd:C00427,"Prostaglandin H2;(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate;(5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate;PGH2;(5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate",C20H32O5,Arachidonic acid metabolism;Metabolic pathways;Platelet activation;Retrograde endocannabinoid signaling;Serotonergic synapse;Oxytocin signaling pathway;Eicosanoids;Prostaglandins,NA,Compounds with biological roles [BR:br08001]; Lipids;  Eicosanoids;   Prostaglandins;    C00427  Prostaglandin H2;Lipids [BR:br08002]; FA  Fatty acyls;  FA03 Eicosanoids;   FA0301 Prostaglandins;    C00427  Prostaglandin H2,1.1.1.-;1.11.1.20;1.14.99.1;5.3.99.2;5.3.99.3;5.3.99.4;5.3.99.5,R00073 R01599 R02264 R02265 R02266 R02267 R02268 R09506
